default,student,balance,income
No,Yes,1855.81,41193.51
No,Yes,1726.9,17986.36
Yes,No,2086.38,50591.67
No,No,1365.91,23504.07
Yes,No,1849.85,56373.53
No,No,2287.39,50215.57
No,No,1483.83,39558.87
No,Yes,1659.99,65097.14
No,No,959.3,41687.25
No,No,1966.3,46372.25
No,No,1291.87,59841.59
No,No,966.44,68489.51
No,No,1678.85,27210.0
No,No,1031.09,42853.86
No,No,1260.71,54616.85
No,No,1673.13,8088.36
No,Yes,1100.78,27602.17
No,Yes,2049.95,50092.78
No,No,1043.95,71994.2
No,Yes,1411.08,57181.69
No,Yes,1476.13,68317.47
No,No,1120.14,63310.91
No,No,666.48,32850.91
No,No,1540.71,32378.05
No,No,1117.55,79548.01
No,No,1106.65,36195.76
No,No,1095.55,68167.17
No,No,1436.96,20306.43
No,No,1113.34,40542.11
No,Yes,1544.2,44744.02
No,Yes,1202.5,29714.42
No,Yes,1255.14,43866.48
No,Yes,979.42,40668.41
No,No,1391.3,50401.65
No,Yes,1554.08,31217.34
No,No,1505.37,45253.86
No,No,1431.01,35976.03
No,Yes,1776.54,53363.53
No,No,1104.13,68695.88
No,No,1301.59,45293.12
No,Yes,1670.33,53491.93
No,No,2104.07,69790.83
No,Yes,1032.88,63028.72
No,Yes,1684.01,53333.78
No,Yes,2602.26,53185.02
No,Yes,1975.2,57573.69
No,No,1770.13,53708.38
Yes,No,985.08,77795.8
No,No,1572.24,62372.95
No,No,1885.7,55627.83
No,No,937.47,39616.2
No,No,1793.74,31633.8
No,No,1217.54,67459.1
No,No,1515.02,47302.28
No,Yes,1550.69,53772.28
No,No,1188.81,26819.21
No,No,1482.67,61815.37
No,No,961.0,49197.25
No,No,2209.12,51204.15
No,Yes,1787.96,73506.48
No,No,1044.73,33208.84
No,No,2191.52,55148.65
No,No,1735.16,89486.3
No,No,1506.5,48204.23
No,No,1351.7,38308.15
No,No,1564.12,79369.37
Yes,Yes,1340.31,68357.37
No,No,2393.62,31501.41
No,No,1447.66,33101.67
No,No,752.55,32701.1
No,No,1425.69,17495.85
No,Yes,2070.46,66179.35
No,No,1569.03,60850.11
No,Yes,1113.13,35291.44
No,No,1555.42,54462.34
No,No,989.19,65859.54
No,Yes,1512.35,52847.4
No,No,1389.27,38104.34
No,Yes,2331.33,28978.94
No,No,2035.7,46978.07
No,Yes,1631.79,46308.76
No,No,1323.68,63898.18
No,No,1723.36,57576.63
No,Yes,1041.61,58290.56
No,No,1762.55,58766.89
No,Yes,1114.09,42061.96
No,Yes,1232.78,61052.4
Yes,No,2122.88,36279.25
No,No,1022.75,51625.81
No,Yes,1623.45,40460.52
No,No,1285.23,39292.14
No,Yes,1449.87,33685.46
No,No,1124.69,59957.15
No,No,1186.71,64810.61
No,Yes,933.08,54869.25
No,No,1155.54,32200.9
No,No,1204.7,15429.32
No,No,1404.45,55034.53
Yes,No,939.07,33041.97
No,No,1760.32,52392.78
Yes,No,1742.48,36613.58
No,Yes,1257.56,81502.15
No,No,1426.28,25843.94
No,No,1328.94,58924.9
No,Yes,893.72,48217.21
No,No,1844.28,32669.91
No,No,1601.54,27981.11
No,Yes,1002.33,37341.8
No,No,1413.41,42638.66
No,Yes,1744.8,48026.37
No,No,1388.87,56735.54
No,No,1576.41,44098.81
No,No,831.25,34366.44
No,No,1820.13,48136.13
No,No,2430.05,74227.73
No,No,1203.64,40359.94
No,Yes,1596.18,40231.73
No,No,1726.04,53424.26
No,No,1383.19,57267.88
No,No,2012.16,81337.06
No,No,1657.3,37029.14
No,No,1599.74,20448.47
No,No,1184.91,36745.62
Yes,No,1715.79,59392.99
No,Yes,1511.9,35453.8
No,No,1799.8,39279.13
No,No,1602.93,51556.41
No,No,1771.43,48602.51
No,No,1707.21,65739.07
No,No,1904.61,22360.54
No,No,1261.86,48819.07
No,No,1014.27,55349.67
No,Yes,1403.39,36917.58
No,No,1315.87,49206.34
No,Yes,1726.14,39898.53
No,No,1608.97,60942.5
No,No,1775.93,34925.3
No,No,1921.51,33931.12
No,No,1249.53,62087.41
No,No,1823.95,33571.31
No,No,2170.68,43181.2
No,No,1834.41,64518.28
No,No,1721.08,50744.86
No,Yes,1327.0,38606.91
No,No,907.44,46791.05
No,Yes,2137.31,44534.81
No,No,1280.88,50204.89
No,No,1851.09,70110.86
No,No,1969.77,44839.74
No,No,2077.03,20043.57
No,No,1520.55,69472.68
No,No,1290.07,33863.62
No,No,852.34,35398.1
No,No,1901.03,44403.75
No,Yes,703.08,51305.88
No,No,1218.29,51590.16
No,No,1908.05,40574.07
No,Yes,1401.43,24799.73
No,Yes,2252.88,55532.44
No,Yes,1223.41,47238.26
No,No,2589.04,56447.28
No,No,1850.37,46584.79
No,No,1481.9,53443.04
No,No,1724.05,24984.06
No,No,1472.42,47355.54
No,No,1576.36,40697.85
No,No,1572.09,37297.55
No,Yes,1469.09,46250.58
No,Yes,1512.78,25228.99
No,Yes,1649.78,43918.23
No,No,1626.05,55007.49
No,Yes,1396.71,38453.08
Yes,No,934.01,39293.74
No,No,1896.47,37886.49
No,No,1249.22,33073.59
No,No,924.48,49740.4
No,No,1682.43,64528.56
No,Yes,1634.6,63710.91
No,No,2049.22,59541.01
No,No,1919.98,49395.81
No,No,1499.95,38628.38
No,No,1202.62,39402.91
No,No,2051.1,44828.94
No,No,1927.89,46657.81
No,Yes,839.69,44333.16
No,No,1357.43,40979.85
No,No,1229.04,34932.77
No,Yes,1284.38,63135.02
No,No,981.98,19694.82
No,No,1233.63,41075.63
No,Yes,1123.99,61982.07
No,No,1523.51,44404.64
No,No,1625.74,53882.95
No,Yes,913.26,65675.63
No,Yes,2117.52,59624.89
No,No,1306.02,37747.08
No,No,2086.48,30758.18
No,Yes,2012.36,97996.48
No,Yes,845.74,31959.01
No,Yes,1469.33,30449.55
No,Yes,1519.56,52413.75
No,No,1403.31,44388.7
No,Yes,1750.19,35210.88
No,No,2093.69,36780.17
No,Yes,1780.66,44023.24
No,Yes,1081.44,67094.63
No,No,1217.16,44919.56
No,No,1035.88,42192.08
No,Yes,1030.98,48874.3
No,Yes,1441.97,61403.9
No,Yes,1402.28,58014.83
Yes,No,1458.32,32948.28
No,No,1301.96,55276.94
No,No,1020.08,37070.05
No,No,2092.66,39013.0
No,No,1960.33,34644.8
No,Yes,1701.54,51364.61
No,No,1122.67,27811.8
No,No,2493.4,41461.58
No,No,1977.68,58668.57
No,Yes,1073.95,49958.07
No,No,1503.69,56199.43
No,No,1883.55,33169.66
No,Yes,1565.96,26352.64
No,No,1404.12,56286.32
No,No,1255.19,77682.86
No,Yes,1493.66,33015.89
No,Yes,1085.74,33041.1
No,No,1735.18,49812.3
No,No,1228.85,51664.75
No,No,1674.63,32729.23
No,Yes,1348.91,32872.2
No,Yes,1938.63,35152.34
No,No,1612.89,43635.03
No,No,1642.82,33414.08
No,Yes,1724.67,57834.82
Yes,No,1523.26,45401.93
No,Yes,2549.0,69933.78
No,No,1546.35,37048.06
No,No,1429.08,63922.07
No,Yes,774.36,37717.79
No,Yes,1611.46,39446.08
No,Yes,1456.01,41107.9
No,No,2282.81,30345.35
No,Yes,1230.54,29506.03
No,No,1299.56,15224.55
No,No,1147.98,36613.24
No,Yes,1428.2,-489.0
No,No,1413.4,50452.19
No,No,1483.33,37163.19
No,Yes,1587.07,61231.8
No,Yes,1076.59,61602.96
No,No,2048.1,53120.7
No,No,1258.81,47167.72
No,No,1374.9,60280.04
No,No,1509.54,41693.04
No,No,1744.57,68531.15
No,No,1848.39,39014.71
No,No,1376.98,33333.45
No,No,1261.71,36665.22
No,No,1440.69,35315.69
No,No,1475.01,36561.8
Yes,No,1878.86,65364.12
No,Yes,1052.02,43395.06
No,Yes,1658.64,39699.9
No,No,1636.74,55971.82
No,No,1527.25,60186.39
No,No,1656.57,33878.74
No,Yes,1476.17,35468.89
No,Yes,2068.6,39240.9
No,No,1456.15,42573.99
No,No,1331.93,37676.79
No,Yes,1895.47,31060.26
No,No,1551.22,39538.58
No,No,1896.19,36110.78
No,No,1216.1,40885.32
No,Yes,1961.26,27714.86
No,Yes,1505.72,46182.22
Yes,No,524.83,44051.44
No,No,1513.11,45945.97
No,No,1163.63,62046.61
No,No,1693.6,52587.31
No,Yes,1282.1,33362.56
Yes,No,1419.21,63066.09
No,No,1678.27,26191.4
No,No,1473.74,61927.72
No,No,1422.44,48828.53
No,Yes,1702.47,54808.66
No,No,2610.54,29532.86
No,Yes,1378.33,72454.21
No,No,1399.45,60502.3
No,No,1591.43,30422.85
No,Yes,1003.77,57781.92
No,No,1106.23,61365.58
No,No,1024.2,56534.78
No,Yes,1509.05,38955.54
No,No,1049.42,55277.71
No,No,1103.86,42805.96
No,No,1275.32,30464.12
No,Yes,779.3,16268.19
No,No,1533.85,66712.12
No,No,2009.73,30874.85
No,No,1451.15,46327.1
Yes,No,1456.97,25179.55
No,No,1662.75,19822.86
No,No,2085.74,43016.85
No,No,1163.63,40385.89
No,No,2144.57,25095.53
No,Yes,1817.77,64538.28
No,Yes,2215.59,50418.92
No,No,1475.65,44265.0
No,No,1723.11,49800.58
No,No,1448.01,46226.04
No,No,1669.38,51014.66
No,Yes,1159.46,38063.85
No,No,1665.58,35913.09
No,Yes,1870.38,45357.61
No,No,1802.73,32876.81
No,No,1543.7,69069.1
No,No,1875.93,48000.41
No,No,1414.42,58898.87
No,Yes,1590.29,32759.46
No,No,1797.04,31458.54
No,No,1210.83,49005.93
No,Yes,1303.6,56220.05
No,No,2605.49,37064.5
No,Yes,1889.51,23680.27
No,No,1649.36,70683.87
No,Yes,862.79,52179.02
No,No,1827.54,59533.97
Yes,No,1609.05,51183.03
No,No,2080.38,65143.4
No,Yes,1427.35,30562.18
No,No,1191.14,55687.36
Yes,No,1352.77,54276.31
No,No,1069.5,69854.77
No,No,1462.78,28352.67
No,No,1736.08,47972.09
No,Yes,1263.05,43445.8
No,No,1275.71,44278.91
No,Yes,641.27,38414.69
No,Yes,1524.65,39194.33
No,No,2137.47,60366.92
No,No,1608.94,39312.06
No,No,1724.92,40515.14
No,No,1030.0,33210.45
No,No,641.5,41001.78
No,No,1226.72,88541.02
No,No,1609.91,33026.33
No,No,918.31,49476.01
No,No,2090.04,46953.46
No,Yes,1598.47,40795.13
No,Yes,1667.33,33796.74
No,No,2086.97,30776.7
No,No,2067.29,15186.38
No,No,2134.13,43627.89
No,Yes,1206.4,43430.35
No,No,1525.79,66917.76
No,No,1914.17,40420.11
No,No,1686.25,18958.4
No,No,1122.79,31895.93
No,No,1308.58,43941.28
No,Yes,1660.38,34847.31
No,Yes,1137.19,61257.05
No,No,1851.12,63833.56
No,No,1375.34,45418.34
No,No,1502.35,42872.86
No,No,1540.42,43600.4
No,No,1606.75,31962.52
No,No,1875.05,52420.9
No,Yes,944.03,87079.99
No,No,1313.77,38801.15
No,Yes,2390.44,27962.12
No,No,1044.59,49388.21
No,No,2263.99,19527.16
No,No,1757.13,37670.23
No,Yes,1826.72,22624.23
No,No,1921.45,47241.57
No,No,550.84,40168.94
No,No,1391.04,33213.57
No,No,1535.81,33271.13
No,Yes,1229.31,55894.92
No,No,998.71,43081.66
No,No,865.7,29177.61
No,Yes,966.45,47268.41
No,No,1709.44,47274.09
No,No,2013.55,50067.37
No,No,1689.13,40035.07
No,Yes,1997.41,37666.2
No,No,666.54,55236.71
No,No,1630.93,78570.57
No,Yes,1274.07,48499.11
No,No,1583.26,35845.23
No,No,1197.41,61909.01
No,No,1273.52,43644.21
No,No,1276.15,47462.31
No,Yes,1455.24,53302.67
No,Yes,1830.87,41092.87
No,No,875.78,35045.7
No,Yes,1214.75,68594.31
No,Yes,1428.28,49495.17
No,No,1096.38,5114.13
No,Yes,1754.4,40941.86
No,No,1331.76,40231.3
Yes,No,1139.0,45779.76
No,No,1683.14,59143.05
No,No,1476.42,61781.08
No,Yes,1073.73,44515.99
No,Yes,869.21,58996.43
No,No,2025.14,48529.35
Yes,No,2213.03,57735.97
No,No,1722.24,50804.92
No,No,1775.92,38960.03
No,Yes,1912.22,40479.35
No,No,1074.55,36283.63
No,No,1490.3,205.6
No,No,1750.95,55999.38
No,No,1832.21,47191.75
No,No,1554.84,51047.37
No,No,1882.92,29143.47
No,Yes,573.22,50831.89
No,No,1461.74,55699.02
No,Yes,1789.81,53834.23
No,No,1473.3,30258.31
No,No,1199.52,44067.65
No,Yes,1822.18,57577.19
No,No,1432.11,61632.23
No,No,1483.51,62850.16
No,No,1271.7,67556.22
No,No,1752.03,27014.65
No,No,1702.64,74324.27
No,Yes,1219.26,30639.93
No,No,1646.7,36380.79
No,No,1187.93,44182.78
No,Yes,1149.35,61864.99
No,No,1039.26,45641.83
No,No,1981.69,36561.56
No,No,1111.56,20686.37
No,No,1049.64,43479.24
No,Yes,741.94,44523.36
No,No,1087.47,63919.86
No,Yes,1619.22,30635.85
No,No,1377.57,56704.58
No,No,910.45,48192.31
No,No,1526.52,9287.03
No,Yes,1332.58,43536.17
No,No,1799.46,54744.37
No,No,1478.62,9890.39
No,No,1626.91,30817.12
No,Yes,1854.41,45840.27
No,Yes,2222.2,47067.76
No,No,1424.88,22286.57
No,No,1672.19,51082.89
No,No,1737.48,33101.37
No,No,1280.1,43607.72
No,No,764.99,24432.59
No,Yes,1158.63,50754.88
No,Yes,931.79,42272.31
No,Yes,1899.93,39616.05
No,No,1663.55,47619.75
No,No,1930.54,53594.98
No,No,663.23,51315.36
No,No,1087.09,22972.49
No,Yes,1708.65,48914.55
No,Yes,2414.83,68598.48
No,No,1664.77,39148.51
No,No,1298.33,58170.11
No,No,1965.64,68722.97
No,Yes,748.23,35489.89
No,Yes,1814.94,24543.2
No,Yes,2293.43,54757.8
No,No,1305.26,57424.93
No,No,2572.66,27951.26
No,No,1306.08,19427.93
No,No,1597.27,42834.18
No,No,2192.38,50696.94
No,Yes,1208.48,32529.07
No,No,1593.07,50088.84
No,No,1597.24,29823.23
No,No,966.33,46160.22
No,No,1227.2,45816.26
No,No,1737.25,62055.79
No,No,2258.58,49568.02
No,No,1846.33,35976.56
No,No,1609.1,60579.59
No,Yes,2414.69,50521.48
No,No,1826.6,32399.26
No,Yes,1274.31,31407.2
No,Yes,1497.9,50250.17
No,No,1238.86,21529.22
No,No,2130.15,55101.71
No,No,1581.62,36567.03
No,No,1372.19,59759.18
No,Yes,2239.88,71547.66
No,Yes,1599.13,53919.0
No,No,2112.82,30334.68
No,No,1220.96,26542.75
No,No,1523.73,43692.72
No,No,1494.07,48239.45
No,Yes,1257.73,60609.4
No,No,1477.21,5390.45
No,Yes,949.69,23118.42
No,No,1428.76,23738.8
No,Yes,677.52,37846.75
No,No,1930.33,94104.54
No,No,2143.88,78580.86
No,No,945.41,58328.35
Yes,No,1595.28,64499.35
No,No,1306.61,39376.68
No,No,1673.53,40329.24
No,Yes,1440.22,64635.6
No,Yes,1263.17,36351.71
No,No,1104.41,35476.04
Yes,No,1332.26,32282.53
No,Yes,1837.69,37805.14
No,Yes,1432.9,57780.85
No,No,1757.86,41620.37
No,No,1552.57,47017.42
No,No,1602.79,56191.6
No,No,1049.13,69315.1
No,No,1603.29,30433.14
No,Yes,1401.86,32663.15
No,No,1793.6,37787.75
No,Yes,1413.7,49318.17
No,Yes,1826.36,49994.69
No,No,1796.99,58993.75
No,No,1436.93,26743.8
No,No,982.71,40174.67
No,No,1211.45,41703.2
No,No,1716.18,39483.85
No,No,1361.35,20859.78
No,No,1656.18,43510.96
No,No,829.15,75430.94
No,No,1240.54,31426.16
No,No,2038.34,46596.09
No,No,1958.4,58941.06
No,No,1117.76,41594.74
No,No,1585.52,38350.45
No,No,1252.54,22833.66
No,No,1127.02,44605.41
No,No,1465.45,43860.66
No,No,2014.91,35038.43
No,No,1752.16,31079.98
No,Yes,1303.7,34436.55
No,No,1017.34,12665.51
No,Yes,1901.09,35469.79
No,No,1612.96,26003.25
No,No,1308.82,7108.95
No,No,2110.45,40266.92
No,Yes,1413.0,37171.42
No,Yes,951.21,84316.58
No,Yes,952.11,74785.81
No,Yes,1671.8,54795.8
No,Yes,1239.46,72572.42
No,No,1187.69,41930.94
No,No,1561.42,55697.4
No,No,1256.8,67668.88
No,No,1929.75,31706.07
No,No,1415.53,43412.93
No,No,1384.01,-449.09
No,No,828.29,56545.11
No,No,2152.22,63590.41
No,No,1634.79,57123.43
No,No,1699.23,41813.21
No,No,1710.57,38691.33
No,No,1633.78,44692.84
No,No,2064.16,40898.09
No,Yes,572.5,54270.41
No,No,1515.25,31141.66
No,Yes,1824.71,49301.53
No,No,1532.92,49067.01
No,No,2038.6,10720.96
No,No,1432.01,48596.25
No,No,2209.5,56245.11
No,Yes,1443.7,32903.96
No,No,1605.2,62713.81
Yes,Yes,751.97,35133.27
No,No,1736.75,68105.11
No,No,1841.96,48016.92
No,Yes,1569.58,40312.0
No,Yes,1615.57,54153.76
No,No,2191.4,30318.21
No,Yes,1531.69,42375.43
No,No,1492.24,22483.85
No,No,1852.35,46356.12
No,No,1815.23,41251.24
No,No,1544.44,47791.83
No,No,1007.04,54146.34
No,Yes,1055.23,36903.4
No,No,1690.25,49875.1
No,No,1738.87,24616.42
No,No,1039.3,74804.73
No,Yes,1996.95,20513.64
No,Yes,602.21,41954.48
No,No,673.95,22784.41
No,Yes,611.41,45369.83
No,No,1628.64,39959.65
No,No,1631.91,69513.89
Yes,Yes,1587.68,68482.52
No,No,1483.13,69477.69
No,Yes,1450.94,67799.88
Yes,No,1729.59,44893.31
No,Yes,1906.73,56271.72
No,No,1872.22,52977.62
No,Yes,1766.81,50133.27
Yes,No,1019.31,77984.09
No,No,1401.71,30478.01
No,No,960.7,22327.56
No,Yes,1516.22,66351.15
No,No,2032.79,84504.0
No,No,1283.35,59510.45
No,No,1438.55,21004.56
No,Yes,1396.75,20782.74
No,No,916.4,39088.4
No,No,1829.89,18475.14
No,No,1572.82,34754.19
No,No,1582.91,52806.96
No,No,1741.19,61919.56
No,Yes,1559.86,61589.27
No,Yes,1675.38,34417.94
No,Yes,1586.07,31939.65
No,No,1717.96,61339.21
No,Yes,1284.8,48314.16
No,No,1029.93,41147.78
No,Yes,1943.97,40522.57
No,No,1862.08,51379.4
No,No,1574.46,67446.58
No,Yes,1907.38,46361.79
No,Yes,1147.57,68835.84
No,No,1334.03,20793.23
No,Yes,1729.35,55383.05
No,No,1816.78,57227.34
No,Yes,1686.02,1734.04
No,No,1344.4,27926.62
No,No,1367.24,49172.65
No,No,1155.23,66330.0
No,No,1881.9,43334.48
No,Yes,951.17,44819.73
No,No,2278.72,51686.55
No,Yes,810.83,40938.98
No,No,1451.1,39364.69
No,No,2514.05,58297.65
No,Yes,1215.27,38204.79
No,No,1465.64,39571.88
No,No,887.28,44748.04
No,Yes,1463.93,60146.78
No,No,982.27,49901.93
Yes,No,1874.14,62761.67
No,No,698.31,53951.01
No,No,601.58,39967.27
No,No,1317.53,17496.8
No,No,1218.56,65541.9
No,No,1499.55,36160.31
No,No,950.88,56158.62
No,No,1412.13,50470.87
No,No,1279.75,58671.97
No,No,1247.48,47671.07
No,No,1528.93,63704.61
No,No,984.43,62928.78
No,No,1487.84,31776.05
No,Yes,1534.73,54235.1
No,No,1195.24,55202.37
No,No,915.6,47222.38
Yes,Yes,1764.89,54961.8
No,No,988.87,28552.63
No,No,1638.15,52831.03
No,No,1307.14,45382.73
No,No,1613.57,48140.18
No,No,1763.78,57411.44
No,No,1253.77,29450.68
No,Yes,1787.1,25702.52
No,No,1343.55,19569.01
No,No,1913.86,31077.34
No,No,1318.61,29445.99
No,No,1727.44,62190.19
No,No,1965.98,40864.05
No,No,1010.41,48992.88
No,No,2150.11,38460.94
No,No,1767.9,50122.54
No,Yes,1920.4,40798.66
No,No,1199.21,17393.53
No,No,1169.25,44093.54
Yes,No,1509.55,15210.66
No,No,816.09,43252.15
Yes,No,1256.95,45269.26
No,No,1658.6,15852.9
Yes,No,1253.87,45985.83
No,No,984.42,25078.39
No,No,1592.51,46181.46
No,No,703.23,48700.71
No,No,1671.32,42420.33
No,Yes,1569.0,61199.3
No,No,252.35,41974.99
No,No,1859.51,63670.75
No,Yes,1747.17,68837.24
No,Yes,940.04,40510.85
Yes,Yes,1729.67,39891.73
No,Yes,1712.48,63494.99
No,Yes,1828.16,18459.77
No,No,1482.52,35420.98
No,No,1196.43,79796.68
No,Yes,2375.21,43348.46
No,No,1595.3,56325.07
No,No,1888.83,28764.2
No,No,1138.66,32581.89
No,Yes,1625.42,41675.59
No,Yes,1833.7,42636.39
No,No,1270.65,45499.46
No,Yes,1408.24,50614.64
No,No,1000.69,14302.31
No,No,2111.86,42466.99
No,No,1432.04,49591.69
No,Yes,1918.34,68176.59
No,No,1694.15,41907.98
No,No,1276.24,38921.54
No,Yes,1044.21,24201.7
No,No,1636.01,29655.0
Yes,No,1661.32,51799.89
No,No,1814.14,35099.5
No,Yes,1632.65,21704.25
No,No,1115.53,32614.04
No,No,1115.17,50761.73
No,Yes,1456.88,37112.65
No,No,1031.33,44421.6
No,No,1135.28,34435.06
No,Yes,1304.3,52963.06
No,No,1649.31,41983.43
No,Yes,1318.91,70090.2
No,Yes,1648.85,56142.86
No,No,1758.54,31293.44
No,No,978.25,40776.74
No,No,1442.68,4120.24
No,Yes,2229.84,48620.37
No,Yes,1568.32,56044.99
No,No,1292.31,43042.3
No,No,1474.02,5630.21
No,No,2357.62,57799.54
No,Yes,1476.21,60114.24
No,No,1888.3,54173.04
No,No,1568.46,33236.51
No,No,1820.11,55940.99
No,Yes,1831.19,49116.69
No,Yes,589.42,32809.88
No,No,1058.1,34258.75
No,No,898.57,46878.61
No,Yes,1319.44,34388.04
No,No,1314.65,64405.6
No,Yes,1019.85,57593.57
No,No,1627.76,37462.87
No,No,1116.81,39706.46
No,No,1957.2,30409.52
No,No,1439.51,33702.26
No,No,1489.68,11432.45
No,Yes,1169.46,60335.24
No,Yes,1242.11,26169.03
No,No,1778.07,41626.53
No,No,1306.59,34725.79
No,No,1865.83,37096.99
No,Yes,1022.51,47870.78
No,No,1182.71,32622.69
No,No,1280.58,65489.74
No,No,1501.08,29292.64
No,Yes,1662.16,39445.65
No,No,1391.93,35905.67
No,No,1324.43,59224.69
No,No,2340.55,41095.42
No,No,1839.11,36413.8
No,No,1136.98,55395.84
No,No,1667.0,24857.3
No,Yes,1145.59,27185.57
No,Yes,754.82,46521.66
No,No,1122.66,34216.17
No,No,1392.73,33319.85
No,No,1319.89,31206.82
No,Yes,976.54,64119.98
No,Yes,1915.74,56611.85
No,No,1841.07,39973.17
No,No,1369.69,32897.33
No,No,1830.31,42507.79
No,Yes,1447.3,68586.21
No,No,1393.46,18246.9
No,Yes,1489.01,19754.52
No,No,2034.85,53321.6
No,No,1826.52,40226.24
No,No,1792.27,35189.67
No,Yes,2111.01,36163.33
No,No,1419.33,76634.71
No,No,1808.87,50508.23
No,No,1030.57,55184.41
No,No,1601.96,40192.07
No,No,1081.63,46095.23
No,No,1070.5,59284.48
No,No,1081.46,50842.84
No,No,1629.63,36883.53
No,Yes,1595.43,57108.79
No,No,1892.86,32879.17
No,No,1186.4,38536.13
No,No,990.96,34865.71
No,No,2472.49,52576.23
No,No,1868.74,69208.75
No,Yes,874.07,26351.77
No,No,2057.47,-10468.38
No,Yes,1482.45,55948.77
No,Yes,1753.47,37667.47
No,No,1300.89,31626.38
No,No,2142.12,1266.21
No,No,879.71,36685.81
No,Yes,1243.63,58191.87
Yes,No,1341.62,34986.5
No,No,2337.81,51066.43
No,No,1614.73,14493.79
No,No,1061.56,26242.05
No,Yes,1342.14,43989.65
No,Yes,1841.45,40130.12
No,No,1644.75,46936.33
No,Yes,1492.74,23526.13
No,Yes,1561.54,52438.42
No,No,1601.69,9791.67
No,Yes,1327.68,44656.74
No,No,925.39,51380.16
No,No,1338.4,69949.72
No,Yes,1324.92,47238.79
No,No,934.65,19268.57
No,No,1909.08,21607.55
No,No,1231.05,63654.53
No,Yes,1496.54,35967.51
No,No,1460.49,55239.12
No,No,1786.64,70630.73
No,No,1986.72,51690.37
No,Yes,1708.95,31945.96
No,No,1260.7,32856.0
No,Yes,1803.47,3632.84
No,No,1548.15,75153.96
No,No,1678.23,68939.46
No,Yes,2098.81,50759.86
No,No,1536.8,49976.8
No,Yes,1472.2,21719.43
No,Yes,1405.14,43562.15
No,No,618.59,33543.26
No,No,1700.36,24708.74
No,Yes,972.57,49446.18
No,Yes,1256.46,50998.18
No,No,1315.73,36087.76
No,No,1964.38,15257.92
No,No,989.65,31815.08
No,No,1747.96,62236.56
No,No,1541.1,46971.41
No,No,1557.72,62725.92
No,Yes,1980.87,64711.37
No,No,1515.09,54089.64
No,No,929.33,42088.75
No,No,1290.34,19163.4
No,No,1837.17,16477.35
No,No,1395.0,60454.11
No,Yes,1741.08,23522.24
No,No,1846.69,56535.52
No,No,1477.65,66455.27
No,No,1060.55,56851.13
No,No,1735.75,41554.87
No,No,2021.94,46892.57
No,No,1362.34,43680.69
No,No,2363.33,58316.77
Yes,No,2923.99,37071.47
No,No,1542.42,59522.43
No,No,2489.82,24594.58
No,No,1703.77,39467.55
No,No,2125.24,62377.78
No,No,929.21,63890.61
No,No,1503.9,43204.38
No,Yes,533.97,47747.24
No,No,783.92,40253.75
No,No,1055.94,51289.43
No,No,1765.4,32053.73
No,No,1910.43,21706.59
No,No,1705.6,34696.72
Yes,Yes,1415.4,53372.68
No,No,1894.12,71364.7
No,No,1169.66,39137.9
No,Yes,1765.94,45961.98
No,No,1578.54,30345.07
No,No,1813.51,59895.49
No,No,1680.33,49567.42
No,Yes,1802.98,49840.34
No,Yes,1826.04,32507.34
No,Yes,1676.28,21200.51
No,Yes,1465.11,50532.95
No,No,1777.84,-600.27
No,No,1984.71,27772.41
No,Yes,1543.32,23266.18
No,No,1838.83,46133.28
No,No,2076.51,39358.97
No,Yes,1871.9,68329.49
No,No,1608.64,29407.05
No,No,1132.51,48082.61
No,Yes,1665.58,19983.35
No,Yes,1625.05,46306.62
No,No,1440.29,75165.12
No,No,1754.72,57514.51
No,No,2200.22,36992.31
No,No,2159.47,52832.91
No,No,1790.71,38967.03
No,No,1499.2,40671.55
No,Yes,1823.4,46598.14
No,No,2336.8,43680.36
No,No,1660.35,50711.06
No,No,1278.3,56529.06
No,Yes,2290.54,56450.25
No,Yes,1821.19,62248.65
No,No,1530.38,91855.53
No,No,1037.19,28019.77
No,Yes,1639.16,64695.65
No,No,1708.65,42572.23
No,No,2161.34,47465.04
No,No,1950.56,33818.53
No,No,1639.36,65788.78
No,No,1343.18,48839.66
No,Yes,1581.22,36575.66
No,No,1254.7,53143.44
No,No,662.16,15464.68
No,Yes,1440.35,10192.91
No,No,1084.54,38192.19
No,Yes,1430.48,64137.02
No,No,2020.69,34521.93
No,No,755.51,69481.38
No,No,1891.4,56531.17
Yes,No,1693.66,46557.96
No,Yes,822.56,34896.12
No,No,1576.27,59482.05
No,No,1411.71,35402.14
No,Yes,2037.18,37441.78
No,No,755.28,74762.51
No,No,875.92,31698.2
No,No,858.56,26912.86
No,No,1272.54,46450.98
No,No,1927.35,43428.34
No,Yes,1290.14,77414.18
No,No,1524.11,28799.63
No,No,1548.3,57023.03
No,No,1968.08,59037.24
No,No,1322.98,45338.48
No,Yes,1553.05,41027.21
No,Yes,1544.03,30570.44
No,Yes,984.54,47772.86
No,Yes,1423.26,57636.68
No,Yes,1956.63,39855.1
No,Yes,1101.25,55279.17
No,No,1118.78,63032.93
No,No,1452.75,52144.01
No,Yes,1649.79,32372.93
No,No,1308.96,24604.76
No,No,1453.73,45826.43
No,No,1480.88,36946.22
No,No,1315.89,59346.49
No,No,1281.15,45411.55
No,Yes,1597.7,53564.71
No,No,1614.66,22418.73
No,Yes,1712.13,61173.45
No,No,1650.79,33835.25
No,No,2065.2,82964.25
No,No,1787.91,46792.51
